PLAYER,SEASON_START_YEAR,POS,BODY.FAT..,HAND.LENGTH..inches.,HAND.WIDTH..inches.,HEIGHT.W.O.SHOES,HEIGHT.W..SHOES,STANDING.REACH,WEIGHT..LBS.,WINGSPAN
Thanasis Antetokounmpo,2014,SF,6.05,22.86,24.765,196.215,198.755,265.43,205.2,213.36
Jordan Bachynski,2014,PF,7.45,23.495,25.4,216.53500000000003,218.44000000000003,275.59,254.1,223.52
Cameron Bairstow,2014,PF,8.7,22.225,22.86,205.105,207.64499999999998,271.78000000000003,252.4,215.26500000000001
Khem Birch,2014,PF,6,22.86,21.59,201.93,206.375,271.78000000000003,208.8,215.9
Alec Brown,2014,PF,7.7,23.495,22.225,213.995,216.53500000000003,276.86,231.2,217.17000000000002
Markel Brown,2014,SG,4.2,20.955000000000002,24.765,189.23,191.76999999999998,254,184.4,205.105
Jabari Brown,2014,SG,6.05,22.86,23.495,190.5,193.67499999999998,254,201.9,203.835
Deonte Burton,2014,PG,7.65,20.955000000000002,20.32,182.88,186.055,247.65,192.8,200.66
Semaj Christon,2014,PG,5.25,21.59,20.955000000000002,186.69,191.135,251.46,186,199.39
Jordan Clarkson,2014,PG,4.3,20.955000000000002,22.86,191.135,195.57999999999998,248.92000000000002,186.3,203.2
Aaron Craft,2014,PG,6.1,19.685,21.59,184.785,187.325,240.03000000000003,191.6,187.96
DeAndre Daniels,2014,SF,3.85,23.495,26.67,201.295,204.47,270.51,196,218.44000000000003
Spencer Dinwiddie,2014,PG,5.35,20.955000000000002,22.86,194.31,198.12,261.62,204.9,203.835
Cleanthony Early,2014,SF,4.45,21.59,22.86,198.12,201.295,257.81,209.4,210.185
Melvin Ejim,2014,SF,6.45,22.225,23.495,196.215,200.66,262.89,218.5,211.45499999999998
Tyler Ennis,2014,PG,6.2,20.955000000000002,22.225,185.42,189.23,248.92000000000002,181.5,201.295
Dante Exum,2014,SG,6.4,21.59,24.13,194.31,198.12,261.62,196.3,207.01
C.J. Fair,2014,SF,5.05,22.86,22.86,199.39,203.2,264.16,218.1,207.01
Aaron Gordon,2014,PF,5.05,22.225,26.67,201.93,205.105,266.7,220.1,212.725
Jerami Grant,2014,SF,3.75,23.495,23.495,199.39,202.565,271.78000000000003,214,220.34500000000003
P.J. Hairston,2014,SG,8.2,22.225,24.765,193.67499999999998,196.215,256.54,228.8,205.74
Gary Harris,2014,SG,4.55,21.59,24.13,189.23,194.31,243.84,204.8,200.025
Joe Harris,2014,SG,6.2,21.59,24.765,194.945,198.755,254,215,198.12
Rodney Hood,2014,SF,7.45,21.59,21.59,201.295,204.47,261.62,208.2,204.47
Cory Jefferson,2014,PF,5.25,22.225,24.765,202.565,205.74,266.7,218.4,214.63000000000002
Nick Johnson,2014,SG,6.05,22.225,24.765,186.69,190.5,245.11,198,201.295
Sean Kilpatrick,2014,SG,9.2,22.86,22.86,189.23,193.67499999999998,251.46,218.7,200.66
Alex Kirk,2014,PF,13.6,23.495,26.67,206.375,210.185,278.13,252,222.25
Zach LaVine,2014,PG,4.7,20.955000000000002,22.225,194.31,197.48499999999999,254,180.9,203.835
Devyn Marble,2014,SG,6.9,20.955000000000002,21.59,195.57999999999998,199.39,259.08,192.4,205.74
James McAdoo,2014,PF,6.15,23.495,22.86,201.93,205.105,270.51,227.6,219.07500000000002
K.J. McDaniels,2014,SF,4.45,22.225,24.765,194.31,198.12,259.08,195.6,211.45499999999998
Doug McDermott,2014,SF,7.1,22.225,24.765,198.755,202.565,261.62,218,206.375
Jordan McRae,2014,SG,5.2,22.225,21.59,192.405,196.215,264.16,179.4,214.63000000000002
Shabazz Napier,2014,PG,7.35,20.955000000000002,21.59,180.34,185.42,236.22000000000003,175.2,191.135
Johnny O?Bryant III,2014,PF,10.75,23.495,24.13,201.295,204.47,266.7,256.8,219.07500000000002
Lamar Patterson,2014,SG,10.75,22.86,23.495,193.04,196.215,256.54,226,210.82
Adreian Payne,2014,PF,7.55,23.495,24.13,205.74,207.64499999999998,276.86,238.5,223.52
Elfrid Payton,2014,PG,5.65,22.225,22.86,189.23,192.405,250.19,185.4,203.2
Dwight Powell,2014,PF,6.2,22.86,23.495,207.01,210.82,266.7,234.4,214.63000000000002
Julius Randle,2014,PF,9.4,22.225,20.955000000000002,202.565,205.74,267.97,249.7,213.36
Glenn Robinson III,2014,SF,5.05,22.86,24.13,196.85,200.025,255.27,211.4,208.28
LaQuinton Ross,2014,SF,16.3,22.225,24.765,199.39,201.93,269.24,238.7,217.805
Marcus Smart,2014,PG,10.55,22.86,22.225,187.96,191.135,251.46,227.2,206.375
Russ Smith,2014,PG,3.5,20.955000000000002,21.59,181.61,184.785,241.3,160,191.76999999999998
Nik Stauskas,2014,SG,12.05,21.59,21.59,196.215,199.39,259.08,206.9,202.565
Jarnell Stokes,2014,PF,8.2,24.765,26.67,200.66,204.47,262.89,262.8,216.53500000000003
Xavier Thames,2014,PG,6.4,20.955000000000002,22.86,188.595,191.76999999999998,243.84,187,193.04
Noah Vonleh,2014,PF,7.3,24.765,29.845,203.2,207.01,274.32,247.1,224.155
T.J. Warren,2014,SF,7.95,22.225,22.86,200.66,203.835,264.16,220.2,208.915
C.J. Wilcox,2014,SG,6.5,22.225,22.86,191.76999999999998,195.57999999999998,255.27,201,207.64499999999998
Kendall Williams,2014,PG,7.2,20.32,19.685,188.595,192.405,251.46,183,196.85
Patric Young,2014,PF,5.45,23.495,24.13,204.47,208.28,262.89,246.8,217.805
James Young,2014,SG,5.1,22.86,24.13,196.215,200.025,264.16,213.3,213.36
Cliff Alexander,2015,PF-C,5.8,24.13,26.035,201.295,204.47,278.13,239.2,222.25
Justin Anderson,2015,SF-SG,5,21.59,24.13,196.215,198.755,256.54,230.6,212.725
Brandon Ashley,2015,PF,8.8,22.86,24.13,201.295,204.47,266.7,228,222.88500000000002
Ryan Boatright,2015,PG,6.6,19.05,22.225,177.8,180.34,234.95000000000002,169.6,184.15
Devin Booker,2015,SG,8.3,22.225,22.86,194.31,197.48499999999999,260.35,205.8,203.835
Anthony Brown,2015,SF-SG,6.1,21.59,22.86,197.48499999999999,201.295,265.43,211,210.82
Willie Cauley-Stein,2015,C,6.3,24.13,22.86,211.45499999999998,214.63000000000002,281.94,242.4,220.98000000000002
Rakeem Christmas,2015,PF-C,9.6,23.495,22.86,203.835,207.64499999999998,280.67,242.6,226.69500000000002
Pat Connaughton,2015,SG,10.2,21.59,23.495,193.04,196.215,243.84,215,203.2
Quinn Cook,2015,PG,6.7,19.05,22.225,183.515,187.96,245.11,179,193.04
Branden Dawson,2015,PF,5.8,22.86,22.225,196.85,200.025,266.7,230.2,210.82
Sam Dekker,2015,SF,7.5,21.59,23.495,202.565,205.74,269.24,218.6,212.09
Michael Frazier II,2015,SG,7.4,20.955000000000002,23.495,192.405,193.67499999999998,257.81,199.4,203.2
Treveon Graham,2015,SF,5.5,21.59,20.955000000000002,193.04,197.48499999999999,261.62,219.4,209.55
Jerian Grant,2015,PG,5.6,20.955000000000002,21.59,191.135,193.67499999999998,254,198,201.93
Olivier Hanlan,2015,PG-SG,4.3,20.32,22.225,191.135,193.67499999999998,254,185.8,198.12
Montrezl Harrell,2015,PF,11.9,22.86,24.765,200.66,201.93,276.86,253.4,224.155
Andrew Harrison,2015,PG,5.9,20.955000000000002,23.495,194.31,196.85,254,213.2,205.74
Aaron Harrison,2015,SG,6,22.225,25.4,194.31,198.12,255.27,209.2,203.835
Tyler Harvey,2015,SG,9.2,19.685,22.225,189.865,193.04,250.19,181.4,196.85
Corey Hawkins,2015,SG-PG,5.5,22.225,22.86,184.785,187.325,252.73000000000002,191.8,203.2
Rondae Hollis-Jefferson,2015,SF,5,22.225,24.765,196.85,200.66,264.16,210.8,218.44000000000003
Richaun Holmes,2015,PF,8.8,21.59,21.59,203.835,207.01,274.32,242.8,217.17000000000002
Jonathan Holmes,2015,PF-SF,7.2,20.955000000000002,24.13,203.835,206.375,273.05,242.2,212.09
R.J. Hunter,2015,SG,6,21.59,20.955000000000002,194.31,198.12,264.16,185,209.55
Vince Hunter,2015,PF,4.6,22.86,22.225,200.025,201.93,265.43,208.4,210.82
Dakari Johnson,2015,C,14.9,23.495,26.67,210.82,212.725,284.48,264.6,218.44000000000003
Stanley Johnson,2015,SF,7.5,22.86,22.86,195.57999999999998,199.39,259.08,241.8,212.09
Tyus Jones,2015,PG,6.5,20.955000000000002,22.225,184.15,187.96,246.38,184.6,195.57999999999998
Frank Kaminsky,2015,C-PF,9.4,21.59,24.13,212.725,215.26500000000001,278.13,231.2,210.82
Kevon Looney,2015,PF,11.9,24.13,23.495,203.2,206.375,279.4,222.4,222.25
Trey Lyles,2015,PF,12.1,23.495,26.035,205.74,208.915,274.32,241.2,217.17000000000002
Jarell Martin,2015,PF,10.1,20.955000000000002,24.13,203.2,206.375,270.51,238.6,205.74
TJ McConnell,2015,PG,7.3,19.05,17.78,184.15,187.96,245.11,187.8,187.96
Chris McCullough,2015,PF,6.2,22.225,22.225,203.835,205.74,276.86,199,221.615
Jordan Mickey,2015,PF,7.2,22.225,24.13,200.66,203.835,269.24,238,221.615
Larry Nance,2015,PF,6.4,22.86,24.765,201.93,204.47,274.32,226.6,217.17000000000002
Kelly Oubre,2015,SF-SG,5.7,22.86,22.225,197.48499999999999,200.025,260.35,202.8,219.07500000000002
Cameron Payne,2015,PG,6.3,21.59,20.955000000000002,184.785,186.69,247.65,182.8,201.295
Terran Petteway,2015,SG,4.9,20.955000000000002,20.955000000000002,194.945,198.12,265.43,209.2,211.45499999999998
Bobby Portis,2015,PF,8.9,24.13,23.495,207.01,209.55,275.59,246.2,218.44000000000003
Norman Powell,2015,SG,6.4,23.495,22.86,190.5,193.67499999999998,260.35,215.4,210.185
Michael Qualls,2015,SG-SF,4,22.86,26.035,193.04,195.57999999999998,265.43,201.4,213.995
Chasson Randle,2015,PG,4.5,21.59,24.13,183.515,186.69,245.11,178.8,200.66
Terry Rozier,2015,PG-SG,5.6,20.955000000000002,21.59,184.15,188.595,250.19,190.2,203.835
D?Angelo Russell,2015,PG-SG,8.3,22.225,24.765,191.135,195.57999999999998,259.08,193.4,207.64499999999998
Keifer Sykes,2015,PG,5,21.59,24.13,179.07,182.245,236.22000000000003,167.2,187.96
Marcus Thornton,2015,PG-SG,5.3,20.955000000000002,21.59,187.325,189.865,247.65,177.4,202.565
J.P. Tokoto,2015,SF-SG,4.1,20.32,22.225,196.215,198.755,255.27,195.8,208.28
Myles Turner,2015,C-PF,9.3,23.495,23.495,207.64499999999998,212.09,284.48,238.6,223.52
Robert Upshaw,2015,C,12.5,25.4,27.94,210.185,213.36,287.02,258.2,227.33
Rashad Vaughn,2015,SG,6.2,20.32,21.59,192.405,195.57999999999998,256.54,198.6,200.66
Chris Walker,2015,PF,5.1,22.86,22.86,205.105,206.375,274.32,208,220.34500000000003
Dez Wells,2015,SG,8.1,22.225,24.765,190.5,193.04,255.27,208.8,207.01
Alan Williams,2015,PF,12,21.59,24.13,201.295,203.835,270.51,261.4,217.805
Justise Winslow,2015,SF,5.3,21.59,23.495,194.31,199.39,265.43,221.8,208.915
Christian Wood,2015,PF,14.7,23.495,27.305,206.375,209.55,283.21,216,221.615
Delon Wright,2015,PG,6.6,20.32,21.59,193.67499999999998,196.85,257.81,181.4,201.93
Ron Baker,2016,SG,7.85,22.225,24.13,191.135,193.67499999999998,247.65,212.4,207.64499999999998
Wade Baldwin IV,2016,PG,5.2,22.86,24.765,189.23,193.04,254,201.8,211.45499999999998
Cat Barber,2016,PG,4.5,20.32,21.59,186.69,189.865,242.57000000000002,173,196.85
Malik Beasley,2016,SG,6.9,21.59,22.86,191.76999999999998,194.31,255.27,189.8,200.66
DeAndre Bembry,2016,SG-SF,7,20.32,23.495,193.67499999999998,197.48499999999999,256.54,206.6,206.375
Ben Bentil,2016,PF,9.7,24.13,25.4,201.295,203.835,266.7,229.2,217.17000000000002
Jaron Blossomgame,2016,SF,5.25,21.59,25.4,198.755,201.295,259.08,213.6,208.28
Joel Bolomboy,2016,PF,5.15,22.86,26.035,201.93,205.74,262.89,224.4,217.805
Malcolm Brogdon,2016,SG,5.4,22.86,26.035,192.405,196.85,248.92000000000002,223,209.55
Jaylen Brown,2016,SG-SF,5.05,22.225,22.86,196.215,200.025,260.35,222.8,212.725
Marquese Chriss,2016,PF,8.5,22.86,22.86,205.105,208.28,266.7,233,213.995
Elgin Cook,2016,SF,6.35,21.59,26.035,195.57999999999998,198.755,255.27,209.8,208.28
Isaiah Cousins,2016,PG,4.8,20.955000000000002,22.225,191.135,194.31,250.19,194,198.755
Deyonta Davis,2016,PF,9.7,22.86,23.495,206.375,209.55,275.59,237.2,219.71
Cheick Diallo,2016,PF,5.6,21.59,24.765,201.93,205.74,273.05,218.6,224.79000000000002
Kris Dunn,2016,PG,NA,NA,NA,190.5,193.67499999999998,254,NA,207.01
Henry Ellenson,2016,PF,11.2,21.59,24.765,208.28,212.09,274.32,242,219.07500000000002
Perry Ellis,2016,PF,4.6,20.32,21.59,200.66,203.835,259.08,217.8,208.915
Kay Felder,2016,PG,5.8,20.955000000000002,21.59,173.35500000000002,176.53,224.79000000000002,177.2,189.23
Dorian Finney-Smith,2016,SF,6.45,22.86,24.765,199.39,202.565,267.97,212.6,212.725
Michael Gbinije,2016,SG,5.4,20.32,22.86,196.85,200.025,256.54,204.6,201.93
Daniel Hamilton,2016,SG-SF,5.95,22.86,21.59,198.755,203.2,262.89,197,205.74
Josh Hart,2016,SG,5.75,21.59,23.495,193.04,196.85,252.73000000000002,203.6,204.47
Nigel Hayes,2016,SF-PF,10.9,21.59,24.13,198.755,201.295,273.05,245,220.98000000000002
Buddy Hield,2016,SG,6.1,21.59,22.86,192.405,195.57999999999998,256.54,212.4,206.375
Justin Jackson,2016,SF,7.6,22.225,22.225,200.66,203.835,262.89,193.4,210.185
Demetrius Jackson,2016,PG,6.5,20.955000000000002,22.86,182.88,186.055,236.22000000000003,193.8,196.85
Brice Johnson,2016,PF,7.5,22.86,20.955000000000002,205.74,209.55,270.51,208.6,214.63000000000002
Damian Jones,2016,C,6.55,22.225,26.67,208.915,212.09,271.78000000000003,243.6,222.88500000000002
Skal Labissiere,2016,PF-C,5.7,22.225,22.86,209.55,212.725,267.97,215.8,219.71
Jake Layman,2016,SF,7.1,20.955000000000002,23.495,203.2,206.375,259.08,208.6,206.375
Caris LeVert,2016,SG,7.55,21.59,23.495,197.48499999999999,200.66,256.54,191,208.28
Marcus Lee,2016,PF-C,5.35,22.86,22.86,205.74,208.915,273.05,211,220.98000000000002
Thon Maker,2016,PF,6.05,22.225,24.13,212.725,215.26500000000001,280.67,216,220.98000000000002
Patrick McCaw,2016,PG-SG,4.7,22.225,22.225,196.215,200.025,255.27,180.8,208.28
Malik Newman,2016,SG,5.6,20.955000000000002,23.495,188.595,191.76999999999998,247.65,182.2,197.48499999999999
Georges Niang,2016,PF,10.05,23.495,23.495,200.025,204.47,261.62,230.8,208.28
Chinanu Onuaku,2016,C,8.55,22.86,20.32,205.74,208.28,275.59,245.2,220.34500000000003
Marcus Paige,2016,PG,4.3,19.685,22.225,184.15,187.325,246.38,163.8,198.755
Gary Payton II,2016,PG,3.95,22.225,24.13,187.96,190.5,252.73000000000002,183.8,203.2
Jakob Poeltl,2016,C,5.8,23.495,26.035,213.995,215.9,283.21,239,220.34500000000003
Taurean Prince,2016,SF,6.45,22.86,21.59,199.39,202.565,259.08,220.2,212.09
Zhou Qi,2016,PF-C,4.85,23.495,24.13,216.53500000000003,219.07500000000002,285.75,218.2,233.04500000000002
Malachi Richardson,2016,SG-SF,7,22.225,25.4,194.945,198.755,257.81,199.6,213.36
Wayne Selden,2016,SG,7.3,22.86,23.495,193.67499999999998,197.48499999999999,256.54,232.4,209.55
Pascal Siakam,2016,PF,5.2,23.495,25.4,203.835,207.01,273.05,226.6,221.615
Diamond Stone,2016,C,12.85,21.59,19.685,205.74,208.915,275.59,254.4,220.34500000000003
Caleb Swanigan,2016,PF,12.55,22.86,26.035,201.93,204.47,271.78000000000003,246.6,222.25
Melo Trimble,2016,PG,8.35,20.32,22.225,186.055,189.23,234.95000000000002,191.8,187.96
Tyler Ulis,2016,PG,5.2,19.05,19.05,174.625,177.8,224.79000000000002,149.2,187.96
Jarrod Uthoff,2016,PF,6,22.225,22.86,204.47,207.64499999999998,264.16,214.4,212.09
Denzel Valentine,2016,SG-SF,9.2,21.59,24.765,193.04,197.48499999999999,259.08,210.4,210.185
Isaiah Whitehead,2016,PG-SG,9.25,21.59,22.225,191.135,194.31,254,210,205.105
Troy Williams,2016,SF,10,20.955000000000002,23.495,197.48499999999999,200.025,259.08,217.8,203.835
Kyle Wiltjer,2016,PF,15.25,20.955000000000002,24.13,205.105,208.28,260.35,242.8,213.995
Stephen Zimmerman,2016,C,11.15,22.86,22.86,208.915,212.725,275.59,234,221.615
Edrice Adebayo,2017,PF-C,5.2,24.13,22.225,205.105,207.64499999999998,274.32,242.6,220.34500000000003
Rawle Alkins,2017,SG-SF,11,22.225,25.4,189.23,192.405,251.46,222.6,205.105
Jarrett Allen,2017,C,7.4,24.13,26.67,205.74,208.915,278.13,233.6,226.69500000000002
Kadeem Allen,2017,PG,6.4,21.59,22.225,185.42,188.595,252.73000000000002,192.4,206.375
Ike Anigbogu,2017,C,5.4,24.13,25.4,204.47,207.64499999999998,280.67,252.2,229.235
OG Anunoby,2017,SF,6.8,23.495,24.13,198.755,202.565,273.05,232.4,219.07500000000002
Jamel Artis,2017,SG-SF,11.9,23.495,24.765,196.85,200.025,266.7,213.2,208.28
Dwayne Bacon,2017,SG-SF,7.9,22.225,25.4,194.945,198.755,262.89,221.6,208.28
V.J. Beachem,2017,SG-SF,6.8,21.59,22.86,198.755,203.2,265.43,193.4,208.915
Jordan Bell,2017,PF,5.4,23.495,24.13,200.66,204.47,265.43,223.6,212.725
Jaron Blossomgame,2017,SF,5.7,22.225,26.035,197.48499999999999,200.025,265.43,218.6,208.28
Chris Boucher,2017,PF,5.4,23.495,26.67,203.2,207.01,280.67,182.2,223.52
Tony Bradley,2017,C,12,24.13,24.13,206.375,210.185,285.75,248.8,226.06
Isaiah Briscoe,2017,PG,11,22.86,23.495,186.055,189.865,252.73000000000002,222.4,205.74
Dillon Brooks,2017,SG-SF,7.5,20.955000000000002,23.495,195.57999999999998,198.12,255.27,220.2,198.12
Thomas Bryant,2017,PF-C,9.4,24.13,26.035,207.01,210.185,285.75,247.8,228.60000000000002
Zach Collins,2017,PF-C,8.9,22.225,23.495,208.915,213.36,281.94,232.2,215.9
John Collins,2017,PF,5.4,22.86,25.4,203.835,207.01,270.51,225.2,211.45499999999998
Hamidou Diallo,2017,SG-SF,5.2,21.59,24.13,192.405,195.57999999999998,257.81,197.4,211.45499999999998
Tyler Dorsey,2017,SG,4.7,21.59,23.495,190.5,194.31,252.73000000000002,182.6,196.215
Damyean Dotson,2017,SG-SF,5.3,21.59,23.495,194.31,196.85,254,205.2,205.74
PJ Dozier,2017,SG,6.1,21.59,24.13,196.215,200.025,256.54,200.6,210.82
Jawun Evans,2017,PG,9.1,20.32,19.685,179.705,181.61,241.3,185.2,196.85
Terrance Ferguson,2017,SG-SF,5.8,21.59,25.4,196.85,200.66,261.62,184.4,205.105
De?Aaron Fox,2017,PG,4.5,21.59,21.59,187.96,191.135,254,169.6,199.39
Markelle Fultz,2017,PG,NA,NA,NA,NA,NA,NA,NA,NA
Harry Giles,2017,PF,5.2,24.13,27.305,206.375,209.55,278.13,232,221.615
Josh Hart,2017,SG-SF,5.8,21.59,24.13,192.405,195.57999999999998,256.54,209.2,203.835
Nigel Hayes,2017,PF,11.5,22.225,25.4,198.755,201.93,265.43,254.2,221.615
Isaiah Hicks,2017,PF,7.7,22.225,24.765,201.295,204.47,266.7,233.4,214.63000000000002
Wesley Iwundu,2017,SG-SF,4,22.225,24.13,196.85,200.025,267.97,193.4,215.9
Frank Jackson,2017,PG,6.7,20.955000000000002,22.86,187.96,191.76999999999998,248.92000000000002,201.6,201.93
Justin Jackson (UMD),2017,SF,7.1,22.86,24.13,197.48499999999999,200.66,271.78000000000003,219.4,221.615
Justin Jackson (UNC),2017,SF,8.1,22.225,23.495,200.66,203.835,265.43,200.8,210.82
Peter Jok,2017,SG-SF,11,20.955000000000002,24.13,193.67499999999998,197.48499999999999,259.08,202.4,203.2
Luke Kennard,2017,SG-SF,6.6,20.32,22.225,194.31,196.85,250.19,196.2,196.215
Kyle Kuzma,2017,SF-SG,9.4,21.59,24.13,203.2,207.01,273.05,222.6,213.995
TJ Leaf,2017,PF,6.8,21.59,24.13,205.105,207.64499999999998,271.78000000000003,222.2,210.82
Tyler Lydon,2017,PF,13.6,22.225,22.225,203.835,207.01,273.05,215,213.36
Frank Mason III,2017,PG,4.3,20.32,23.495,180.34,182.88,238.76000000000002,188.8,191.135
Kennedy Meeks,2017,C,11.5,22.225,22.225,205.105,208.915,269.24,276.6,215.9
Donovan Mitchell,2017,SG,5.9,21.59,24.13,186.055,190.5,246.38,211.4,208.28
Monte Morris,2017,PG,6.9,20.955000000000002,22.225,186.055,189.23,245.11,175.2,193.04
Johnathan Motley,2017,PF,NA,22.86,24.13,202.565,205.105,274.32,238.2,223.52
Svi Mykhailiuk,2017,SG-SF,11.4,20.32,23.495,199.39,201.93,254,219.6,195.57999999999998
Semi Ojeleye,2017,SF-SG,5.5,22.225,24.13,196.215,200.025,259.08,241.4,207.64499999999998
Cameron Oliver,2017,PF,7.7,24.13,26.035,200.66,203.835,270.51,238.6,216.53500000000003
Justin Patton,2017,C,7.8,22.225,24.765,208.28,211.45499999999998,283.21,229,220.98000000000002
Alec Peters,2017,PF,8.8,22.225,25.4,201.295,205.105,266.7,232,210.185
Ivan Rabb,2017,PF,6.8,22.225,22.86,205.105,208.28,276.86,219.6,217.17000000000002
Davon Reed,2017,SG-SF,6.5,23.495,24.13,194.31,196.85,259.08,206.2,213.36
Devin Robinson,2017,SF,3.2,23.495,26.035,200.66,203.835,269.24,189.6,215.26500000000001
Kobi Simmons,2017,PG,5,21.59,24.13,191.135,194.31,251.46,166.2,198.12
Edmond Sumner,2017,PG,8.3,20.955000000000002,22.86,193.04,197.48499999999999,260.35,176.4,205.74
Caleb Swanigan,2017,PF,NA,24.13,26.035,201.93,204.47,274.32,245.6,220.98000000000002
Sindarius Thornwell,2017,SG-SF,7.8,22.225,22.225,191.76999999999998,194.945,261.62,211.6,208.28
Melo Trimble,2017,PG,10.6,20.32,22.225,186.055,189.23,242.57000000000002,195.2,187.96
Moritz Wagner,2017,PF,6.7,22.225,27.305,208.28,211.45499999999998,274.32,231.2,213.36
Derrick Walton Jr.,2017,PG,5.8,20.32,21.59,180.34,184.785,241.3,188.6,189.23
Thomas Welsh,2017,PF-C,10.9,22.86,26.67,212.09,214.63000000000002,278.13,254,213.36
Derrick White,2017,PG,6.2,20.955000000000002,21.59,191.135,194.31,257.81,189.8,201.93
Nigel Williams-Goss,2017,PG,5.6,22.225,23.495,186.69,190.5,251.46,190.2,201.295
D.J. Wilson,2017,PF,6.4,23.495,26.035,205.105,209.55,278.13,234.4,220.98000000000002
Omer Yurtseven,2017,C,7.6,22.86,26.67,209.55,212.725,275.59,248.4,215.9
Rawle Alkins,2018,SG,8.9,21.59,25.4,189.865,193.67499999999998,251.46,217.4,205.105
Grayson Allen,2018,SG,5.55,20.955000000000002,25.4,190.5,194.31,246.38,198,201.295
Kostas Antetokounmpo,2018,PF,5,23.495,24.13,205.74,209.55,279.4,194.8,219.07500000000002
Udoka Azubuike,2018,C,7.95,24.13,25.4,208.28,213.995,285.75,273.8,231.14000000000001
Mohamed Bamba,2018,C,6.2,24.765,26.035,211.45499999999998,215.26500000000001,293.37,225.6,238.76000000000002
Jaylen Barford,2018,PG-SG,11.65,20.32,20.955000000000002,186.055,188.595,245.11,207.6,191.76999999999998
Keita Bates-Diop,2018,SG-SF,5.35,22.86,21.59,201.295,204.47,270.51,223.8,221.615
Tyus Battle,2018,SG,4,21.59,23.495,195.57999999999998,200.025,259.08,200.2,205.74
Brian Bowen,2018,SG-SF,7.6,22.86,25.4,198.755,201.93,262.89,202,208.915
Miles Bridges,2018,SF,5.9,22.86,24.765,196.215,200.025,262.89,220.4,207.01
Bruce Brown,2018,SG-PG,3.75,21.59,21.59,191.76999999999998,195.57999999999998,250.19,194.6,205.74
Troy Brown,2018,SF,7.05,22.86,24.765,197.48499999999999,200.025,266.7,208,208.915
Jalen Brunson,2018,PG,6.7,20.955000000000002,23.495,185.42,188.595,243.84,198.4,193.04
Tony Carr,2018,PG,6.5,21.59,24.765,190.5,194.31,254,198.8,203.835
Jevon Carter,2018,PG,4.15,23.495,21.59,183.515,186.69,241.3,196.2,193.67499999999998
Wendell Carter,2018,C-PF,7.85,21.59,22.86,205.105,208.28,276.86,251.4,224.79000000000002
Donte DiVincenzo,2018,SG,5,20.955000000000002,22.86,191.76999999999998,194.31,247.65,200.6,198.12
Hamidou Diallo,2018,SG,4.45,22.225,22.86,193.67499999999998,198.12,261.62,197,212.09
Trevon Duval,2018,PG,5.2,22.225,25.4,186.69,189.23,247.65,191,203.835
Carsen Edwards,2018,PG,6.3,21.59,23.495,179.705,182.88,240.03000000000003,195.6,198.755
Keenan Evans,2018,PG,6.5,21.59,20.32,186.69,190.5,248.92000000000002,183.2,196.215
Jacob Evans,2018,SG-SF,6.5,22.86,23.495,193.67499999999998,196.85,260.35,199.6,206.375
Bruno Fernando,2018,C,5.25,24.13,25.4,205.105,207.64499999999998,276.86,233.2,224.155
Melvin Frazier,2018,SF-SG,7.9,24.13,24.13,194.31,198.12,266.7,198.2,217.805
Shai Gilgeous-Alexander,2018,PG,3,22.86,22.86,194.31,198.12,264.16,180,212.09
Devonte Graham,2018,PG,4.8,21.59,24.13,183.515,186.69,243.84,186.4,198.755
Isaac Haas,2018,C,12.55,25.4,26.67,216.53500000000003,220.34500000000003,283.21,303,226.06
Devon Hall,2018,SG,8.45,21.59,25.4,193.67499999999998,198.12,259.08,206.4,202.565
Jaylen Hands,2018,PG,5,20.32,20.32,186.69,189.865,248.92000000000002,179,196.85
Kevin Hervey,2018,PF,5.15,23.495,26.035,199.39,202.565,271.78000000000003,211.6,222.25
Aaron Holiday,2018,PG,6.4,22.225,21.59,182.245,184.785,246.38,187,201.93
Kevin Huerter,2018,SG,8.6,20.955000000000002,21.59,198.755,201.295,257.81,194,201.93
Jaren Jackson,2018,PF-C,7.2,25.4,25.4,207.64499999999998,211.45499999999998,279.4,236,226.69500000000002
Justin Jackson,2018,PF,8.9,22.86,24.13,198.12,200.025,266.7,229.4,220.98000000000002
Alize Johnson,2018,PF,8.1,21.59,24.765,201.295,203.2,261.62,216.6,205.105
George King,2018,SF-SG,7.25,22.86,26.035,194.945,198.12,257.81,218.6,212.09
Kevin Knox,2018,SF,4.95,22.225,23.495,202.565,205.74,274.32,212.6,212.725
Sagaba Konate,2018,C,7.35,23.495,25.4,199.39,201.93,270.51,246,213.36
Caleb Martin,2018,SF-SG,7,21.59,22.225,194.945,198.12,257.81,195.8,208.28
Cody Martin,2018,SG-SF,5.45,21.59,22.86,194.945,198.12,260.35,188.6,208.915
Yante Maten,2018,PF-C,8.1,23.495,25.4,201.295,204.47,273.05,246.2,214.63000000000002
Brandon McCoy,2018,C,8.7,24.765,24.13,212.09,214.63000000000002,280.67,250.4,218.44000000000003
DeAnthony Melton,2018,SG-PG,5.2,21.59,24.13,188.595,191.135,252.73000000000002,193.2,204.47
Chimezie Metu,2018,PF-C,5.05,22.86,23.495,204.47,207.01,274.32,219.6,214.63000000000002
Shake Milton,2018,SG-PG,6.8,22.225,24.13,194.31,196.85,252.73000000000002,207.2,215.26500000000001
